pipeline_policy,trigger_position,context_length,model,reference,diff,ci_lo,ci_hi,n_template_incompatible,p_tost,p_holm,p_bh,equivalent_raw,equivalent_holm,equivalent_bh
keep_recent_messages,old_turn,512,qwen3-0_6b,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,old_turn,512,tinyllama-1_1b-chat,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,old_turn,1024,pythia-1b,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,old_turn,1024,qwen3-0_6b,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,old_turn,1024,tinyllama-1_1b-chat,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,old_turn,2048,pythia-1b,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,old_turn,2048,qwen3-0_6b,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,old_turn,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,prefix,512,pythia-1b,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,prefix,512,qwen3-0_6b,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,prefix,512,tinyllama-1_1b-chat,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,prefix,1024,pythia-1b,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,prefix,1024,qwen3-0_6b,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,prefix,1024,tinyllama-1_1b-chat,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,prefix,2048,pythia-1b,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,prefix,2048,qwen3-0_6b,gemma-3-1b-it,-0.487459807073955,-0.5829134245636978,-0.3905616279542774,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,prefix,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,recent_turn,512,pythia-1b,gemma-3-1b-it,-0.2282958199356913,-0.33300818691280576,-0.12395434545809138,0,0.9955,1.0,1.0,False,False,False
keep_recent_messages,recent_turn,512,qwen3-0_6b,gemma-3-1b-it,-0.21093247588424435,-0.31525899576142885,-0.10838757639202883,0,0.9925,1.0,1.0,False,False,False
keep_recent_messages,recent_turn,512,tinyllama-1_1b-chat,gemma-3-1b-it,-0.24051446945337618,-0.3438814242139561,-0.1358633819011177,0,0.9985,1.0,1.0,False,False,False
keep_recent_messages,recent_turn,1024,pythia-1b,gemma-3-1b-it,-0.1594855305466238,-0.26499798132545027,-0.053742807167338154,0,0.9555,1.0,1.0,False,False,False
keep_recent_messages,recent_turn,1024,qwen3-0_6b,gemma-3-1b-it,-0.1607717041800643,-0.26651151920225225,-0.055275658807212226,0,0.9585,1.0,1.0,False,False,False
keep_recent_messages,recent_turn,1024,tinyllama-1_1b-chat,gemma-3-1b-it,-0.1594855305466238,-0.26499798132545027,-0.053742807167338154,0,0.9555,1.0,1.0,False,False,False
keep_recent_messages,recent_turn,2048,pythia-1b,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,recent_turn,2048,qwen3-0_6b,gemma-3-1b-it,-0.14983922829581992,-0.2543373293373293,-0.044942477657631,0,0.938,1.0,1.0,False,False,False
keep_recent_messages,recent_turn,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,system,512,pythia-1b,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,system,512,qwen3-0_6b,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,system,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,system,1024,pythia-1b,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,system,1024,qwen3-0_6b,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,system,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,system,2048,pythia-1b,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,system,2048,qwen3-0_6b,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
keep_recent_messages,system,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
none,end,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,end,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,end,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,end,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,end,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,end,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,end,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,end,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,end,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,middle,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,middle,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,middle,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,middle,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,middle,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,middle,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,middle,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,middle,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,middle,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,old_turn,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,old_turn,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,old_turn,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,old_turn,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,old_turn,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,old_turn,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,old_turn,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,old_turn,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,old_turn,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,prefix,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,prefix,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,prefix,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,prefix,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,prefix,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,prefix,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,prefix,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,prefix,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,prefix,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,recent_turn,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,recent_turn,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,recent_turn,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,recent_turn,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,recent_turn,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,recent_turn,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,recent_turn,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,recent_turn,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,recent_turn,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,system,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,system,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,system,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,system,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,system,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,system,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,system,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,system,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
none,system,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,end,512,pythia-1b,gemma-3-1b-it,-0.17813504823151127,-0.21623457792207793,-0.1444426695065673,0,1.0,1.0,1.0,False,False,False
truncate_head,end,512,qwen3-0_6b,gemma-3-1b-it,-0.15434083601286175,-0.19017186673717607,-0.12243938327682173,0,1.0,1.0,1.0,False,False,False
truncate_head,end,512,tinyllama-1_1b-chat,gemma-3-1b-it,-0.21800643086816718,-0.25852414823475917,-0.1815281368901221,0,1.0,1.0,1.0,False,False,False
truncate_head,end,1024,pythia-1b,gemma-3-1b-it,-0.012861736334405127,-0.02310231023102305,-0.003225806451612856,0,0.0,0.0,0.0,True,True,True
truncate_head,end,1024,qwen3-0_6b,gemma-3-1b-it,-0.003215434083601254,-0.009646302250803873,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,end,1024,tinyllama-1_1b-chat,gemma-3-1b-it,-0.022508038585209,-0.036672798216276434,-0.009615384615384581,0,0.002,0.244,0.0036000000000000003,True,False,True
truncate_head,end,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,end,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,end,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,middle,512,pythia-1b,gemma-3-1b-it,-0.132475884244373,-0.23317329584419147,-0.030526170060736033,0,0.904,1.0,1.0,False,False,False
truncate_head,middle,512,qwen3-0_6b,gemma-3-1b-it,-0.12025723472668814,-0.22402894361735826,-0.01472486793300127,0,0.867,1.0,1.0,False,False,False
truncate_head,middle,512,tinyllama-1_1b-chat,gemma-3-1b-it,-0.14726688102893892,-0.24767579079479318,-0.04597490038115044,0,0.9395,1.0,1.0,False,False,False
truncate_head,middle,1024,pythia-1b,gemma-3-1b-it,0.5009646302250803,0.40327568613131326,0.5972992917773778,0,1.0,1.0,1.0,False,False,False
truncate_head,middle,1024,qwen3-0_6b,gemma-3-1b-it,-0.06881028938906752,-0.17144196746398,0.036139989953549265,0,0.617,1.0,1.0,False,False,False
truncate_head,middle,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.4668810289389067,0.3681904107427569,0.5665526088098903,0,1.0,1.0,1.0,False,False,False
truncate_head,middle,2048,pythia-1b,gemma-3-1b-it,0.005333333333333301,0.0,0.015789473684210575,0,0.0,0.0,0.0,True,True,True
truncate_head,middle,2048,qwen3-0_6b,gemma-3-1b-it,-0.6165316184351555,-0.664031659692757,-0.5697385620915032,0,1.0,1.0,1.0,False,False,False
truncate_head,middle,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.005333333333333301,0.0,0.015789473684210575,0,0.0,0.0,0.0,True,True,True
truncate_head,old_turn,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,old_turn,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,old_turn,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,old_turn,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,old_turn,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,old_turn,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,old_turn,2048,pythia-1b,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_head,old_turn,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,old_turn,2048,tinyllama-1_1b-chat,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_head,prefix,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,2048,pythia-1b,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_head,prefix,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,2048,tinyllama-1_1b-chat,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_head,recent_turn,512,pythia-1b,gemma-3-1b-it,-0.14147909967845662,-0.2419351656054332,-0.039053789198606303,0,0.9265,1.0,1.0,False,False,False
truncate_head,recent_turn,512,qwen3-0_6b,gemma-3-1b-it,-0.1234726688102894,-0.2269364591239431,-0.01844251739821361,0,0.8765,1.0,1.0,False,False,False
truncate_head,recent_turn,512,tinyllama-1_1b-chat,gemma-3-1b-it,-0.15434083601286175,-0.25351485086457765,-0.05274046408022954,0,0.9545,1.0,1.0,False,False,False
truncate_head,recent_turn,1024,pythia-1b,gemma-3-1b-it,-0.07202572347266883,-0.1754571177191628,0.03294200889575384,0,0.63,1.0,1.0,False,False,False
truncate_head,recent_turn,1024,qwen3-0_6b,gemma-3-1b-it,-0.07524115755627014,-0.17871149296637276,0.029127752322601706,0,0.645,1.0,1.0,False,False,False
truncate_head,recent_turn,1024,tinyllama-1_1b-chat,gemma-3-1b-it,-0.07202572347266883,-0.1754571177191628,0.03294200889575384,0,0.63,1.0,1.0,False,False,False
truncate_head,recent_turn,2048,pythia-1b,gemma-3-1b-it,0.6,0.5068493150684932,0.6944679849340866,0,1.0,1.0,1.0,False,False,False
truncate_head,recent_turn,2048,qwen3-0_6b,gemma-3-1b-it,-0.06237942122186496,-0.16655808531065702,0.04364539457449353,0,0.5875,1.0,1.0,False,False,False
truncate_head,recent_turn,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.6,0.5068493150684932,0.6944679849340866,0,1.0,1.0,1.0,False,False,False
truncate_head,system,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,2048,pythia-1b,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_head,system,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,2048,tinyllama-1_1b-chat,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,512,pythia-1b,gemma-3-1b-it,-0.37491961414791,-0.42033711643547705,-0.33244896879957697,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,512,qwen3-0_6b,gemma-3-1b-it,-0.3819935691318328,-0.42766620035912634,-0.3389523809523809,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,512,tinyllama-1_1b-chat,gemma-3-1b-it,-0.39678456591639877,-0.44256822144725366,-0.3534582946695536,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,1024,pythia-1b,gemma-3-1b-it,-0.16527331189710615,-0.2031550732739688,-0.1328610823478119,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,1024,qwen3-0_6b,gemma-3-1b-it,-0.15434083601286175,-0.19017186673717607,-0.12243938327682173,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,1024,tinyllama-1_1b-chat,gemma-3-1b-it,-0.19549839228295818,-0.23377664002664,-0.16000000000000003,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,end,2048,qwen3-0_6b,gemma-3-1b-it,-0.003215434083601254,-0.009646302250803873,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,end,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,middle,512,pythia-1b,gemma-3-1b-it,-0.21479099678456595,-0.31332922683095654,-0.11589294829359592,0,0.998,1.0,1.0,False,False,False
truncate_middle,middle,512,qwen3-0_6b,gemma-3-1b-it,-0.24565916398713827,-0.3474173058485139,-0.143124600352268,0,0.9995,1.0,1.0,False,False,False
truncate_middle,middle,512,tinyllama-1_1b-chat,gemma-3-1b-it,-0.22186495176848878,-0.3220318048889506,-0.12442086686473589,0,0.999,1.0,1.0,False,False,False
truncate_middle,middle,1024,pythia-1b,gemma-3-1b-it,-0.014790996784565913,-0.11807314747758488,0.08801938765813579,0,0.2875,1.0,0.5106907894736842,False,False,False
truncate_middle,middle,1024,qwen3-0_6b,gemma-3-1b-it,-0.12025723472668814,-0.22402894361735826,-0.01472486793300127,0,0.867,1.0,1.0,False,False,False
truncate_middle,middle,1024,tinyllama-1_1b-chat,gemma-3-1b-it,-0.00836012861736335,-0.11020993166349217,0.09817653127255775,0,0.255,1.0,0.4559602649006622,False,False,False
truncate_middle,middle,2048,pythia-1b,gemma-3-1b-it,0.6,0.5068493150684932,0.6944679849340866,0,1.0,1.0,1.0,False,False,False
truncate_middle,middle,2048,qwen3-0_6b,gemma-3-1b-it,-0.06881028938906752,-0.17144196746398,0.036139989953549265,0,0.617,1.0,1.0,False,False,False
truncate_middle,middle,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.6,0.5068493150684932,0.6944679849340866,0,1.0,1.0,1.0,False,False,False
truncate_middle,old_turn,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
